Order_No,Restaurant_Latitude,Restaurant_Longitude,Destination_Latitude,Destination_Longitude,Price
946,28.540432,-81.381077,28.5189543,-81.387919,14.92
947,28.557845,-81.364547,28.5189543,-81.387919,51
948,28.543571,-81.351467,28.5189543,-81.387919,9.92
949,28.543571,-81.351467,28.5189572,-81.327103,84
950,28.543571,-81.351467,28.5189572,-81.327103,84.7
951,28.543571,-81.351467,28.5189716,-81.320889,3794.4
952,28.543571,-81.351467,28.5189718,-81.32525,121.92
953,28.527592,-81.522987,28.5189849,-81.48398,6.24
954,28.527592,-81.522987,28.5189849,-81.48398,75.9
955,28.543571,-81.351467,28.5190278,-81.322789,1.8
956,28.543571,-81.351467,28.5190322,-81.32226,8.61
957,28.543571,-81.351467,28.5190344,-81.321995,5.02
958,28.527592,-81.522987,28.5190673,-81.484662,15.12
959,28.543571,-81.351467,28.5192049,-81.320891,8.33
960,28.543571,-81.351467,28.5192185,-81.333094,13.44
961,28.543571,-81.351467,28.5192254,-81.333276,9.35
962,28.543571,-81.351467,28.5192914,-81.311203,21.9
963,28.543571,-81.351467,28.5194165,-81.328124,76.2
964,28.543571,-81.351467,28.5194186,-81.327863,211.2
965,28.543571,-81.351467,28.5194186,-81.327863,73.92
966,28.543571,-81.351467,28.5194207,-81.327601,205.74
967,28.543571,-81.351467,28.5194238,-81.33476,53.76
968,28.543571,-81.351467,28.5194395,-81.325247,5.09
969,28.543571,-81.351467,28.5195324,-81.317356,1.68
970,28.543571,-81.351467,28.5195349,-81.315241,57.6
971,28.543571,-81.351467,28.5195697,-81.321974,2.49
972,28.527592,-81.522987,28.5196329,-81.478848,109.19
973,28.527592,-81.522987,28.5196439,-81.504821,17.38
974,28.527592,-81.522987,28.5196768,-81.499457,10.2
975,28.543571,-81.351467,28.5197006,-81.309742,6.35
976,28.543571,-81.351467,28.5197019,-81.329987,89.1
977,28.543571,-81.351467,28.5197019,-81.329987,106.2
978,28.543571,-81.351467,28.5197851,-81.315243,20.38
979,28.543571,-81.351467,28.5197851,-81.315243,119.6
980,28.527592,-81.522987,28.5198275,-81.499626,51.02
981,28.543571,-81.351467,28.5199034,-81.315244,0.58
982,28.543571,-81.351467,28.5201516,-81.315576,11.8
983,28.543571,-81.351467,28.520168,-81.309746,55.92
984,28.543571,-81.351467,28.520168,-81.309746,863.74
985,28.543571,-81.351467,28.520168,-81.309746,172.8
986,28.543571,-81.351467,28.5201803,-81.325484,579.18
987,28.527592,-81.522987,28.5202074,-81.500257,3.78
988,28.543571,-81.351467,28.5202233,-81.328731,9.95
989,28.540432,-81.381077,28.5202464,-81.422903,16.34
990,28.527592,-81.522987,28.5202771,-81.504576,343.93
991,28.527592,-81.522987,28.5203107,-81.498151,8.47
992,28.527592,-81.522987,28.5203838,-81.483127,140.56
993,28.543571,-81.351467,28.5204765,-81.326253,53.25
994,28.543571,-81.351467,28.5204768,-81.322475,76.2
995,28.543571,-81.351467,28.5204818,-81.321987,31.5
996,28.527592,-81.522987,28.5205308,-81.49815,10.24
997,28.527592,-81.522987,28.5205365,-81.505455,118.33
998,28.527592,-81.522987,28.5206149,-81.504294,62.1
999,28.527592,-81.522987,28.5206459,-81.495154,734.4
1000,28.527592,-81.522987,28.5207398,-81.504643,67.6
1001,28.527592,-81.522987,28.5207398,-81.504643,108.16
1002,28.527592,-81.522987,28.5207398,-81.504643,5.49
1003,28.543571,-81.351467,28.5207479,-81.33282,472.5
1004,28.543571,-81.351467,28.5207479,-81.33282,33.04
1005,28.543571,-81.351467,28.5208203,-81.322545,91.44
1006,28.543571,-81.351467,28.5209054,-81.317715,69.12
1007,28.543571,-81.351467,28.5209065,-81.319352,4.16
1008,28.540432,-81.381077,28.5209388,-81.41899,152.64
1009,28.527592,-81.522987,28.5209576,-81.498151,5
1010,28.527592,-81.522987,28.5209722,-81.504464,22.14
1011,28.543571,-81.351467,28.520986,-81.3098,18.24
1012,28.540432,-81.381077,28.5210406,-81.426611,42.35
1013,28.540432,-81.381077,28.5210537,-81.419941,30.42
1014,28.527592,-81.522987,28.5211274,-81.498688,176.02
1015,28.543571,-81.351467,28.5212164,-81.331285,27.96
1016,28.540432,-81.381077,28.5212694,-81.423177,425
1017,28.540432,-81.381077,28.5212897,-81.422123,203.4
1018,28.540432,-81.381077,28.5213478,-81.41993,0.21
1019,28.540432,-81.381077,28.5213535,-81.420122,9.87
1020,28.540432,-81.381077,28.5213651,-81.419691,194.81
1021,28.543571,-81.351467,28.5214674,-81.310925,373.38
1022,28.543571,-81.351467,28.5214674,-81.310925,10.95
1023,28.543571,-81.351467,28.5215069,-81.332921,169.33
1024,28.543571,-81.351467,28.5215069,-81.332921,41.37
1025,28.527592,-81.522987,28.5215252,-81.505688,42.67
1026,28.527592,-81.522987,28.5215312,-81.499213,10.85
1027,28.527592,-81.522987,28.5216403,-81.504173,95.2
1028,28.527592,-81.522987,28.5216643,-81.499412,37.17
1029,28.540432,-81.381077,28.5216932,-81.418498,316.8
1030,28.540432,-81.381077,28.5217184,-81.424132,21
1031,28.527592,-81.522987,28.5217688,-81.503276,16.25
1032,28.543571,-81.351467,28.5217847,-81.321009,103.68
1033,28.543571,-81.351467,28.5217847,-81.321009,74.25
1034,28.527592,-81.522987,28.5217986,-81.499609,122.88
1035,28.540432,-81.381077,28.52181,-81.420018,19.74
1036,28.540432,-81.381077,28.5218157,-81.42021,1.69
1037,28.540432,-81.381077,28.5218524,-81.419016,528.06
1038,28.543571,-81.351467,28.5219641,-81.325981,27.25
1039,28.543571,-81.351467,28.5219853,-81.331292,17.57
1040,28.540432,-81.381077,28.5220862,-81.418992,97.5
1041,28.540432,-81.381077,28.5221091,-81.421442,19.92
1042,28.540432,-81.381077,28.5221199,-81.420538,330.72
1043,28.540432,-81.381077,28.5221831,-81.424882,9.78
1044,28.540432,-81.381077,28.5221831,-81.424882,28.5
1045,28.540432,-81.381077,28.5221852,-81.424392,59.29
1046,28.540432,-81.381077,28.5221872,-81.426537,75.3
1047,28.543571,-81.351467,28.5222105,-81.323966,0.79
1048,28.540432,-81.381077,28.5222391,-81.422873,4.86
1049,28.543571,-81.351467,28.5222783,-81.309841,20.4
1050,28.543571,-81.351467,28.5222783,-81.309841,126
1051,28.543571,-81.351467,28.5222874,-81.331294,9.87
1052,28.527592,-81.522987,28.5223045,-81.499475,237.16
1053,28.543571,-81.351467,28.5223207,-81.321041,210
1054,28.543571,-81.351467,28.5223245,-81.320765,2.1
1055,28.543571,-81.351467,28.5223656,-81.318194,13.26
1056,28.543571,-81.351467,28.5223728,-81.31726,3.81
1057,28.543571,-81.351467,28.5223764,-81.316793,3.25
1058,28.527592,-81.522987,28.5224989,-81.503761,21
1059,28.543571,-81.351467,28.5226283,-81.32859,5.04
1060,28.543571,-81.351467,28.5227068,-81.306662,226.8
1061,28.543571,-81.351467,28.5227456,-81.330273,3.01
1062,28.543571,-81.351467,28.5227456,-81.330273,211.2
1063,28.543571,-81.351467,28.5227456,-81.330273,223.2
1064,28.543571,-81.351467,28.5227909,-81.31183,25.5
1065,28.543571,-81.351467,28.5228359,-81.322993,25.53
1066,28.540432,-81.381077,28.5228983,-81.424833,63.84
1067,28.543571,-81.351467,28.5229955,-81.307532,5.06
1068,28.543571,-81.351467,28.523066,-81.317689,550.8
1069,28.543571,-81.351467,28.5232075,-81.325404,3.85
1070,28.543571,-81.351467,28.5232075,-81.325404,43.8
1071,28.543571,-81.351467,28.5232116,-81.324936,42.39
1072,28.543571,-81.351467,28.5232724,-81.317691,637.25
1073,28.543571,-81.351467,28.5233551,-81.32025,7.46
1074,28.543571,-81.351467,28.523363,-81.319273,29.4
1075,28.543571,-81.351467,28.5234173,-81.307663,15.24
1076,28.543571,-81.351467,28.5234938,-81.327275,3.15
1077,28.543571,-81.351467,28.5234938,-81.327275,50.98
1078,28.540432,-81.381077,28.523501,-81.421335,34
1079,28.543571,-81.351467,28.5235394,-81.318205,8.42
1080,28.543571,-81.351467,28.5235394,-81.318205,29.55
1081,28.527592,-81.522987,28.5235432,-81.473035,18.7
1082,28.540432,-81.381077,28.5236305,-81.422774,384
1083,28.540432,-81.381077,28.5237011,-81.33458,38.25
1084,28.557845,-81.364547,28.5237011,-81.33458,16.92
1085,28.543571,-81.351467,28.5237011,-81.33458,130.51
1086,28.557845,-81.364547,28.5238855,-81.332863,191.25
1087,28.543571,-81.351467,28.5238855,-81.332863,92.62
1088,28.557845,-81.364547,28.5238887,-81.332033,184.32
1089,28.543571,-81.351467,28.5238887,-81.332033,63
1090,28.543571,-81.351467,28.5238894,-81.330093,3.4
1091,28.543571,-81.351467,28.5239011,-81.30952,228.69
1092,28.543571,-81.351467,28.5239901,-81.325878,44.2
1093,28.543571,-81.351467,28.524037,-81.316055,155.52
1094,28.540432,-81.381077,28.5244635,-81.424092,69.6
1095,28.543571,-81.351467,28.524509,-81.31074,1.8
1096,28.527592,-81.522987,28.5246237,-81.476314,20.24
1097,28.543571,-81.351467,28.5247493,-81.325161,19.95
1098,28.540432,-81.381077,28.5247618,-81.426725,1.2
1099,28.543571,-81.351467,28.5248715,-81.313814,29.25
1100,28.540432,-81.381077,28.5249335,-81.422833,194.81
1101,28.540432,-81.381077,28.5249376,-81.423148,41.3
1102,28.527592,-81.522987,28.5249508,-81.478734,127.45
1103,28.557845,-81.364547,28.5249758,-81.330437,140.56
1104,28.543571,-81.351467,28.5249758,-81.330437,33.88
1105,28.557845,-81.364547,28.5249952,-81.329648,127.2
1106,28.543571,-81.351467,28.5249952,-81.329648,16.52
1107,28.543571,-81.351467,28.525,-81.32,63.08
1108,28.543571,-81.351467,28.5250504,-81.312846,50.8
1109,28.540432,-81.381077,28.5250843,-81.425376,95.4
1110,28.543571,-81.351467,28.5250915,-81.313816,14.94
1111,28.543571,-81.351467,28.5250915,-81.313816,25.5
1112,28.543571,-81.351467,28.5251241,-81.323777,20.25
1113,28.527592,-81.522987,28.5251656,-81.47692,71.22
1114,28.543571,-81.351467,28.5252708,-81.325956,557
1115,28.543571,-81.351467,28.5252968,-81.309301,18.29
1116,28.543571,-81.351467,28.5253105,-81.322568,118.8
1117,28.527592,-81.522987,28.5254096,-81.473694,20.34
1118,28.527592,-81.522987,28.5254224,-81.474573,39.36
1119,28.527592,-81.522987,28.5254414,-81.476925,36.25
1120,28.540432,-81.381077,28.5254524,-81.427195,312
1121,28.543571,-81.351467,28.5255068,-81.313462,2.98
1122,28.540432,-81.381077,28.5255729,-81.421678,19.55
1123,28.543571,-81.351467,28.5256155,-81.317829,968.62
1124,28.540432,-81.381077,28.5256692,-81.420449,101.7
1125,28.527592,-81.522987,28.5256816,-81.473166,136
1126,28.543571,-81.351467,28.525857,-81.314369,41.65
1127,28.540432,-81.381077,28.5259239,-81.419008,165.36
1128,28.540432,-81.381077,28.5259239,-81.419008,1325.48
1129,28.540432,-81.381077,28.5259257,-81.417325,31.2
1130,28.543571,-81.351467,28.525941,-81.312564,17.55
1131,28.527592,-81.522987,28.5260004,-81.476343,158.1
1132,28.540432,-81.381077,28.5261271,-81.425031,191.88
1133,28.540432,-81.381077,28.5261271,-81.425031,489.6
1134,28.543571,-81.351467,28.526141,-81.312924,50.98
1135,28.557845,-81.364547,28.52626,-81.330774,50.2
1136,28.543571,-81.351467,28.52626,-81.330774,1.52
1137,28.557845,-81.364547,28.5262622,-81.330512,6.96
1138,28.543571,-81.351467,28.5262622,-81.330512,11.55
1139,28.543571,-81.351467,28.5262855,-81.327803,885.94
1140,28.543571,-81.351467,28.5262901,-81.323019,50.88
1141,28.543571,-81.351467,28.5263173,-81.322672,42.67
1142,28.543571,-81.351467,28.5263196,-81.322424,216
1143,28.543571,-81.351467,28.5263412,-81.320092,19.56
1144,28.540432,-81.381077,28.5263501,-81.428729,71.22
1145,28.543571,-81.351467,28.5263951,-81.315769,91.02
1146,28.543571,-81.351467,28.5264655,-81.3098,24.9
1147,28.543571,-81.351467,28.5264996,-81.323692,63.84
1148,28.543571,-81.351467,28.5265241,-81.324582,29.5
1149,28.527592,-81.522987,28.5265749,-81.475542,10.53
1150,28.527592,-81.522987,28.5265749,-81.475542,108.9
1151,28.540432,-81.381077,28.5266807,-81.429509,152.64
1152,28.540432,-81.381077,28.5266871,-81.42873,22
1153,28.540432,-81.381077,28.5266924,-81.427906,105
1154,28.527592,-81.522987,28.5267004,-81.476252,9.1
1155,28.527592,-81.522987,28.5267004,-81.476252,60.48
1156,28.527592,-81.522987,28.5267004,-81.476252,126
1157,28.540432,-81.381077,28.526723,-81.422181,157.51
1158,28.540432,-81.381077,28.5267321,-81.42113,9.03
1159,28.543571,-81.351467,28.5267405,-81.309803,3.3
1160,28.540432,-81.381077,28.5267669,-81.424421,31.54
1161,28.557845,-81.364547,28.5267895,-81.327918,47.2
1162,28.543571,-81.351467,28.5267895,-81.327918,3.75
1163,28.540432,-81.381077,28.526795,-81.423834,14.76
1164,28.543571,-81.351467,28.5268486,-81.317923,528.06
1165,28.543571,-81.351467,28.5268653,-81.304199,815.58
1166,28.543571,-81.351467,28.5269088,-81.316104,25.4
1167,28.543571,-81.351467,28.5269472,-81.313478,26.85
1168,28.543571,-81.351467,28.5269817,-81.3046,52.08
1169,28.543571,-81.351467,28.5269817,-81.3046,21.23
1170,28.543571,-81.351467,28.5269817,-81.3046,604.8
1171,28.540432,-81.381077,28.527,-81.417,179.67
1172,28.540432,-81.381077,28.5270403,-81.413855,907.47
1173,28.560505,-81.364347,28.5271001,-81.330282,0.21
1174,28.557845,-81.364547,28.5271001,-81.330282,17.02
1175,28.543571,-81.351467,28.5271001,-81.330282,29.34
1176,28.543571,-81.351467,28.5271248,-81.314756,25
1177,28.543571,-81.351467,28.5272005,-81.306014,151.2
1178,28.540432,-81.381077,28.5272246,-81.42219,10.05
1179,28.543571,-81.351467,28.527244,-81.30409,11.48
1180,28.540432,-81.381077,28.527283,-81.418317,44.25
1181,28.543571,-81.351467,28.5273791,-81.312937,306.35
1182,28.543571,-81.351467,28.5274015,-81.305039,41.76
1183,28.543571,-81.351467,28.5274262,-81.317467,301.84
1184,28.543571,-81.351467,28.5274663,-81.306049,100
1185,28.543571,-81.351467,28.5274663,-81.306049,89.7
1186,28.543571,-81.351467,28.5274708,-81.306472,15.06
1187,28.543571,-81.351467,28.5275044,-81.30618,30.42
1188,28.560505,-81.364347,28.5275547,-81.331835,22.95
1189,28.557845,-81.364547,28.5275547,-81.331835,22.95
1190,28.543571,-81.351467,28.5275547,-81.331835,355.2
1191,28.540432,-81.381077,28.5275765,-81.404346,2.75
1192,28.527592,-81.522987,28.5275987,-81.474392,67.8
1193,28.557845,-81.364547,28.5276112,-81.328866,7.5
1194,28.543571,-81.351467,28.5276112,-81.328866,15.28
1195,28.540432,-81.381077,28.5276526,-81.421219,45.18
1196,28.540432,-81.381077,28.5277065,-81.412977,100.47
1197,28.527592,-81.522987,28.52774,-81.47589,38.35
1198,28.543571,-81.351467,28.527762,-81.304245,47.04
1199,28.543571,-81.351467,28.5278572,-81.313156,6.65
1200,28.560505,-81.364347,28.5279307,-81.330293,142.38
1201,28.557845,-81.364547,28.5279307,-81.330293,1.48
1202,28.543571,-81.351467,28.5279307,-81.330293,27.08
1203,28.557845,-81.364547,28.5279505,-81.328168,133.92
1204,28.543571,-81.351467,28.5279505,-81.328168,15.8
1205,28.540432,-81.381077,28.528,-81.416,13.6
1206,28.540432,-81.381077,28.5280138,-81.413034,4.26
1207,28.560505,-81.364347,28.528039,-81.331922,208.8
1208,28.557845,-81.364547,28.528039,-81.331922,8.3
1209,28.543571,-81.351467,28.528039,-81.331922,35.95
1210,28.557845,-81.364547,28.5281081,-81.326164,20.31
1211,28.543571,-81.351467,28.5281081,-81.326164,250.83
1212,28.540432,-81.381077,28.5281162,-81.402291,3.26
1213,28.557845,-81.364547,28.5281162,-81.402291,178.21
1214,28.543571,-81.351467,28.528177,-81.316504,4522.5
1215,28.543571,-81.351467,28.5281805,-81.316068,156
1216,28.543571,-81.351467,28.5281822,-81.315849,130.02
1217,28.543571,-81.351467,28.5282619,-81.31853,16.58
1218,28.527592,-81.522987,28.5283198,-81.474733,92.87
1219,28.543571,-81.351467,28.5284323,-81.32453,10.65
1220,28.543571,-81.351467,28.5285075,-81.306051,23.74
1221,28.543571,-81.351467,28.528514,-81.31177,6.63
1222,28.543571,-81.351467,28.5286795,-81.324599,145.14
1223,28.543571,-81.351467,28.5287014,-81.316291,547.32
1224,28.543571,-81.351467,28.5287335,-81.306501,8.07
1225,28.560505,-81.364347,28.5287636,-81.330067,6.7
1226,28.557845,-81.364547,28.5287636,-81.330067,897.82
1227,28.543571,-81.351467,28.5287636,-81.330067,56.25
1228,28.560505,-81.364347,28.5287658,-81.32983,549.79
1229,28.557845,-81.364547,28.5287658,-81.32983,43.2
1230,28.543571,-81.351467,28.5287658,-81.32983,55.1
1231,28.560505,-81.364347,28.5287767,-81.328647,54.4
1232,28.557845,-81.364547,28.5287767,-81.328647,607.96
1233,28.543571,-81.351467,28.5287767,-81.328647,3.39
1234,28.557845,-81.364547,28.5287857,-81.327684,50.94
1235,28.543571,-81.351467,28.5287857,-81.327684,28.22
1236,28.543571,-81.351467,28.5288389,-81.319765,18.24
1237,28.557845,-81.364547,28.5288955,-81.325904,107.38
1238,28.543571,-81.351467,28.5288955,-81.325904,61.2
1239,28.543571,-81.351467,28.5289535,-81.309149,126.5
1240,28.543571,-81.351467,28.5289538,-81.309001,19.92
1241,28.543571,-81.351467,28.5289602,-81.305236,89.04
1242,28.543571,-81.351467,28.528963,-81.304864,11.83
1243,28.543571,-81.351467,28.5289776,-81.323455,8.07
1244,28.543571,-81.351467,28.5289804,-81.323206,11.92
1245,28.527592,-81.522987,28.5289885,-81.472122,6.35
1246,28.543571,-81.351467,28.5290556,-81.316731,9.32
1247,28.543571,-81.351467,28.5290746,-81.306912,77.14
1248,28.543571,-81.351467,28.5290851,-81.31908,68.88
1249,28.543571,-81.351467,28.5290872,-81.304865,18.15
1250,28.543571,-81.351467,28.5290872,-81.304865,27.71
1251,28.543571,-81.351467,28.5291439,-81.314778,1220.4
1252,28.543571,-81.351467,28.529144,-81.313631,169.33
1253,28.543571,-81.351467,28.529147,-81.319559,38.26
1254,28.543571,-81.351467,28.5292229,-81.305238,3.1
1255,28.543571,-81.351467,28.5292582,-81.324433,67.5
1256,28.560505,-81.364347,28.5292767,-81.328421,50
1257,28.557845,-81.364547,28.5292767,-81.328421,16.98
1258,28.543571,-81.351467,28.5292767,-81.328421,37.89
1259,28.543571,-81.351467,28.5293033,-81.323226,121.68
1260,28.543571,-81.351467,28.5293035,-81.32053,607.49
1261,28.543571,-81.351467,28.5293471,-81.305239,4522.5
1262,28.540432,-81.381077,28.5293535,-81.411167,201.6
1263,28.540432,-81.381077,28.5293742,-81.410208,156.21
1264,28.527592,-81.522987,28.5294143,-81.475562,65.24
1265,28.543571,-81.351467,28.5294599,-81.304869,113.4
1266,28.540432,-81.381077,28.5295566,-81.42045,122.4
1267,28.543571,-81.351467,28.5295671,-81.305241,489.6
1268,28.560505,-81.364347,28.5295963,-81.329842,26.52
1269,28.557845,-81.364547,28.5295963,-81.329842,94.78
1270,28.543571,-81.351467,28.5295963,-81.329842,76.55
1271,28.543571,-81.351467,28.5296641,-81.304438,1.62
1272,28.560505,-81.364347,28.529666,-81.327181,106.08
1273,28.557845,-81.364547,28.529666,-81.327181,39.95
1274,28.543571,-81.351467,28.529666,-81.327181,2.94
1275,28.543571,-81.351467,28.5296799,-81.304871,29.52
1276,28.543571,-81.351467,28.5296807,-81.313565,8.94
1277,28.543571,-81.351467,28.5296807,-81.313565,514
1278,28.543571,-81.351467,28.5296955,-81.311324,240.69
1279,28.543571,-81.351467,28.5296955,-81.311324,206.85
1280,28.543571,-81.351467,28.5297216,-81.314784,91.44
1281,28.543571,-81.351467,28.5298196,-81.320407,32.26
1282,28.540432,-81.381077,28.5299998,-81.421901,50
1283,28.540432,-81.381077,28.5300561,-81.403854,12.15
1284,28.557845,-81.364547,28.5300561,-81.403854,74.25
1285,28.543571,-81.351467,28.5300665,-81.324239,44.4
1286,28.543571,-81.351467,28.5300667,-81.311328,3.9
1287,28.540432,-81.381077,28.5300884,-81.421529,1.64
1288,28.560505,-81.364347,28.530092,-81.330087,4.13
1289,28.557845,-81.364547,28.530092,-81.330087,24.87
1290,28.543571,-81.351467,28.530092,-81.330087,525.6
1291,28.543571,-81.351467,28.5300928,-81.317498,4.25
1292,28.560505,-81.364347,28.5301049,-81.328667,17.82
1293,28.557845,-81.364547,28.5301049,-81.328667,16.34
1294,28.543571,-81.351467,28.5301049,-81.328667,15.24
1295,28.543571,-81.351467,28.530106,-81.304443,28.35
1296,28.560505,-81.364347,28.530107,-81.328433,252
1297,28.557845,-81.364547,28.530107,-81.328433,74.76
1298,28.543571,-81.351467,28.530107,-81.328433,5.91
1299,28.540432,-81.381077,28.5301848,-81.420914,39.96
1300,28.540432,-81.381077,28.5301848,-81.420914,60.24
1301,28.540432,-81.381077,28.5301848,-81.420914,19.55
1302,28.543571,-81.351467,28.5302305,-81.307336,227.47
1303,28.543571,-81.351467,28.5303099,-81.309351,130
1304,28.560505,-81.364347,28.5304203,-81.330565,3.6
1305,28.557845,-81.364547,28.5304203,-81.330565,17.28
1306,28.543571,-81.351467,28.5304203,-81.330565,16.75
1307,28.527592,-81.522987,28.5304455,-81.474048,111.6
1308,28.540432,-81.381077,28.5304616,-81.424569,76.83
1309,28.543571,-81.351467,28.5305246,-81.308187,5.09
1310,28.543571,-81.351467,28.5305733,-81.30771,49.9
1311,28.543571,-81.351467,28.5305861,-81.316979,7.48
1312,28.543571,-81.351467,28.5305928,-81.313916,14.9
1313,28.543571,-81.351467,28.5306208,-81.322219,8.26
1314,28.557845,-81.364547,28.5306243,-81.324231,26.28
1315,28.543571,-81.351467,28.5306243,-81.324231,110.11
1316,28.540432,-81.381077,28.5306658,-81.411297,7.62
1317,28.540432,-81.381077,28.5307168,-81.408917,70.2
1318,28.540432,-81.381077,28.5307414,-81.408072,212
1319,28.540432,-81.381077,28.5308031,-81.420934,974.05
1320,28.543571,-81.351467,28.5308651,-81.304452,0.63
1321,28.527592,-81.522987,28.5308696,-81.473223,147.35
1322,28.560505,-81.364347,28.5309222,-81.326105,10.24
1323,28.557845,-81.364547,28.5309222,-81.326105,45.9
1324,28.543571,-81.351467,28.5309222,-81.326105,266.4
1325,28.560505,-81.364347,28.5309244,-81.329862,164.55
1326,28.557845,-81.364547,28.5309244,-81.329862,243.21
1327,28.543571,-81.351467,28.5309244,-81.329862,34.5
1328,28.543571,-81.351467,28.5309259,-81.323234,97.75
1329,28.560505,-81.364347,28.5309438,-81.326806,42.39
1330,28.557845,-81.364547,28.5309438,-81.326806,311.66
1331,28.543571,-81.351467,28.5309438,-81.326806,836.14
1332,28.557845,-81.364547,28.5309648,-81.325261,145
1333,28.543571,-81.351467,28.5309648,-81.325261,19.92
1334,28.543571,-81.351467,28.5310194,-81.318995,626.4
1335,28.543571,-81.351467,28.5310609,-81.306896,637.5
1336,28.543571,-81.351467,28.531166,-81.307717,10.65
1337,28.543571,-81.351467,28.5312159,-81.308194,14.9
1338,28.540432,-81.381077,28.5312216,-81.41725,457.2
1339,28.540432,-81.381077,28.5312316,-81.411305,1326
1340,28.540432,-81.381077,28.5312316,-81.411305,53.19
1341,28.560505,-81.364347,28.5312528,-81.33034,8.33
1342,28.557845,-81.364547,28.5312528,-81.33034,89.28
1343,28.543571,-81.351467,28.5312528,-81.33034,23.85
1344,28.560505,-81.364347,28.5312613,-81.329393,8.44
1345,28.557845,-81.364547,28.5312613,-81.329393,59
1346,28.543571,-81.351467,28.5312613,-81.329393,518.4
1347,28.560505,-81.364347,28.5312739,-81.327983,4.22
1348,28.557845,-81.364547,28.5312739,-81.327983,172.5
1349,28.543571,-81.351467,28.5312739,-81.327983,324.43
1350,28.540432,-81.381077,28.5312816,-81.408494,179.7
1351,28.540432,-81.381077,28.5312909,-81.407617,67.92
1352,28.540432,-81.381077,28.531295,-81.407239,171.8
1353,28.540432,-81.381077,28.5313068,-81.406118,18.9
1354,28.540432,-81.381077,28.5313068,-81.406118,20.25
1355,28.527592,-81.522987,28.5313651,-81.47295,4.32
1356,28.543571,-81.351467,28.5313657,-81.318519,24.78
1357,28.543571,-81.351467,28.5313657,-81.318519,22.14
1358,28.540432,-81.381077,28.5314198,-81.418196,218.4
1359,28.540432,-81.381077,28.5314198,-81.418196,8.28
1360,28.540432,-81.381077,28.5314198,-81.418196,130.02
1361,28.543571,-81.351467,28.5314526,-81.322282,19.95
1362,28.540432,-81.381077,28.5314587,-81.422476,185
1363,28.543571,-81.351467,28.5314668,-81.309363,81
1364,28.543571,-81.351467,28.5314847,-81.315863,240
1365,28.527592,-81.522987,28.5314869,-81.472594,29.74
1366,28.540432,-81.381077,28.5315066,-81.405753,53.34
1367,28.557845,-81.364547,28.5315066,-81.405753,101.96
1368,28.527592,-81.522987,28.5315189,-81.472974,110.5
1369,28.543571,-81.351467,28.5315212,-81.304877,31.58
1370,28.560505,-81.364347,28.5315217,-81.32721,26.28
1371,28.557845,-81.364547,28.5315217,-81.32721,127.45
1372,28.543571,-81.351467,28.5315217,-81.32721,111.86
1373,28.543571,-81.351467,28.5315823,-81.306667,10.27
1374,28.543571,-81.351467,28.5315823,-81.306667,5.12
1375,28.543571,-81.351467,28.5315823,-81.306667,59.8
1376,28.540432,-81.381077,28.5316795,-81.408987,142.17
1377,28.540432,-81.381077,28.5316795,-81.408987,76.5
1378,28.540432,-81.381077,28.5317003,-81.407058,278.4
1379,28.540432,-81.381077,28.5317003,-81.407058,633.6
1380,28.540432,-81.381077,28.5317063,-81.406498,19.8
1381,28.540432,-81.381077,28.5317063,-81.406498,484.64
1382,28.560505,-81.364347,28.5317718,-81.326445,11.06
1383,28.557845,-81.364547,28.5317718,-81.326445,59.53
1384,28.543571,-81.351467,28.5317718,-81.326445,59.4
1385,28.527592,-81.522987,28.5318116,-81.47448,847.42
1386,28.527592,-81.522987,28.5318116,-81.47448,19.09
1387,28.543571,-81.351467,28.5318686,-81.316059,160.93
1388,28.540432,-81.381077,28.5318779,-81.418598,17.04
1389,28.540432,-81.381077,28.5318779,-81.418598,6.75
1390,28.543571,-81.351467,28.5318873,-81.309929,323.98
1391,28.543571,-81.351467,28.5318873,-81.309929,325.44
1392,28.543571,-81.351467,28.5319275,-81.316326,0.85
1393,28.560505,-81.364347,28.5319673,-81.325521,21.96
1394,28.557845,-81.364547,28.5319673,-81.325521,6.6
1395,28.543571,-81.351467,28.5319673,-81.325521,5.88
1396,28.543571,-81.351467,28.5319921,-81.310805,3.6
1397,28.540432,-81.381077,28.5320464,-81.417576,85.79
1398,28.540432,-81.381077,28.5320464,-81.417576,0.29
1399,28.540432,-81.381077,28.5320464,-81.417576,488.16
1400,28.543571,-81.351467,28.5320778,-81.302128,63.6
1401,28.560505,-81.364347,28.532103,-81.327734,2.07
1402,28.557845,-81.364547,28.532103,-81.327734,10.17
1403,28.543571,-81.351467,28.532103,-81.327734,108.9
1404,28.540432,-81.381077,28.532119,-81.418992,2.11
1405,28.560505,-81.364347,28.5322069,-81.326333,4.71
1406,28.557845,-81.364547,28.5322069,-81.326333,252
1407,28.543571,-81.351467,28.5322069,-81.326333,93.17
1408,28.540432,-81.381077,28.5322502,-81.4122,74.25
1409,28.540432,-81.381077,28.532366,-81.415369,54.4
1410,28.540432,-81.381077,28.5324178,-81.405758,221.52
1411,28.557845,-81.364547,28.5324178,-81.405758,47.28
1412,28.543571,-81.351467,28.5324506,-81.316819,126.3
1413,28.543571,-81.351467,28.5324506,-81.316819,3794.4
1414,28.543571,-81.351467,28.5324506,-81.316819,44.76
1415,28.540432,-81.381077,28.5324547,-81.417456,366.72
